zfish_symbol	human_symbol	orthology_type	confidence	n_human_partners
pdgfra	PDGFRA	ortholog_one2one	1	1
pdgfrl	PDGFRL	ortholog_one2one	1	1
pdha1a	PDHA1	ortholog_many2many	1	2
pdha1a	PDHA2	ortholog_many2many	0	2
pdha1b	PDHA1	ortholog_many2many	0	2
pdha1b	PDHA2	ortholog_many2many	1	2
pdhb	PDHB	ortholog_one2one	1	1
pdhx	PDHX	ortholog_one2one	1	1
pdia2	PDIA2	ortholog_many2many	0	1
pdia3	PDIA3	ortholog_one2one	1	1
pdia4	PDIA4	ortholog_one2one	1	1
pdia5	PDIA5	ortholog_one2one	1	1
pdia6	PDIA6	ortholog_one2one	1	1
pdik1l	PDIK1L	ortholog_one2one	1	1
pdk2b	PDK2	ortholog_one2many	1	1
pdk3b	PDK3	ortholog_one2many	1	1
pdk4	PDK4	ortholog_one2one	1	1
pdlim1	PDLIM1	ortholog_one2one	1	1
pdlim2	PDLIM2	ortholog_one2one	0	1
pdlim3a	PDLIM3	ortholog_one2many	1	1
pdlim3b	PDLIM3	ortholog_one2many	1	1
pdlim4	PDLIM4	ortholog_one2one	0	1
pdlim5a	PDLIM5	ortholog_one2many	1	1
pdlim5b	PDLIM5	ortholog_one2many	1	1
pdp1	PDP1	ortholog_one2one	1	1
pdp2	PDP2	ortholog_one2one	1	1
pdpk1a	PDPK1	ortholog_one2many	1	1
pdpk1b	PDPK1	ortholog_one2many	1	1
pdrg1	PDRG1	ortholog_one2one	0	1
pds5a	PDS5A	ortholog_one2one	1	1
pdss1	PDSS1	ortholog_one2one	1	1
pdss2	PDSS2	ortholog_one2one	1	1
pdxdc1	PDXDC1	ortholog_one2one	1	1
pdxka	PDXK	ortholog_one2many	1	1
pdxkb	PDXK	ortholog_one2many	1	1
pdxp	PDXP	ortholog_one2one	1	1
pdyn	PDYN	ortholog_one2one	0	1
pdzd11	PDZD11	ortholog_one2one	1	1
pdzd7a	PDZD7	ortholog_one2one	1	1
pdzk1	PDZK1	ortholog_one2one	0	1
pdzk1ip1	PDZK1IP1	ortholog_one2one	0	1
pdzrn3b	PDZRN3	ortholog_one2many	1	1
pdzrn4	PDZRN4	ortholog_one2one	1	1
pecr	PECR	ortholog_one2one	0	1
pef1	PEF1	ortholog_one2one	1	1
peli1b	PELI1	ortholog_one2one	1	1
peli2	PELI2	ortholog_one2one	1	1
pelo	PELO	ortholog_one2one	1	1
pemt	PEMT	ortholog_one2one	0	1
penka	PENK	ortholog_one2many	0	1
penkb	PENK	ortholog_one2many	1	1
pepd	PEPD	ortholog_one2one	1	1
per1a	PER1	ortholog_one2many	1	1
per1b	PER1	ortholog_one2many	1	1
per2	PER2	ortholog_one2one	1	1
per3	PER3	ortholog_one2one	1	1
perp	PERP	ortholog_one2one	1	1
pes	PES1	ortholog_one2one	1	1
pet100	PET100	ortholog_one2one	0	1
pex1	PEX1	ortholog_one2one	1	1
pex10	PEX10	ortholog_one2one	1	1
pex11a	PEX11A	ortholog_one2one	1	1
pex11b	PEX11B	ortholog_one2one	1	1
pex11g	PEX11G	ortholog_one2one	1	1
pex12	PEX12	ortholog_one2one	1	1
pex13	PEX13	ortholog_one2one	1	1
pex16	PEX16	ortholog_one2one	1	1
pex19	PEX19	ortholog_one2one	1	1
pex26	PEX26	ortholog_one2one	0	1
pex5	PEX5	ortholog_one2one	1	1
pex7	PEX7	ortholog_one2one	1	1
pfas	PFAS	ortholog_one2one	1	1
pfdn1	PFDN1	ortholog_one2one	1	1
pfdn2	PFDN2	ortholog_one2one	1	1
pfdn5	PFDN5	ortholog_one2one	1	1
pfdn6	PFDN6	ortholog_one2one	1	1
pfkfb1	PFKFB1	ortholog_one2many	0	1
pfkfb2a	PFKFB2	ortholog_one2many	0	1
pfkfb3	PFKFB3	ortholog_one2one	1	1
pfkfb4a	PFKFB4	ortholog_one2many	0	1
pfkfb4b	PFKFB4	ortholog_one2many	1	1
pfklb	PFKL	ortholog_one2many	1	1
pfkma	PFKM	ortholog_one2many	1	1
pfkmb	PFKM	ortholog_one2many	1	1
pfn1	PFN1	ortholog_one2one	0	1
pgam1a	PGAM1	ortholog_many2many	1	2
pgam1a	PGAM4	ortholog_many2many	1	2
pgam1b	PGAM1	ortholog_many2many	0	2
pgam1b	PGAM4	ortholog_many2many	0	2
pgam2	PGAM2	ortholog_one2one	1	1
pgam5	PGAM5	ortholog_one2one	1	1
pgap2	PGAP2	ortholog_one2one	1	1
pgap3	PGAP3	ortholog_one2one	1	1
pgbd5	PGBD5	ortholog_one2one	1	1
pgd	PGD	ortholog_one2one	1	1
pggt1b	PGGT1B	ortholog_one2one	1	1
pgk1	PGK1	ortholog_one2many	1	2
pgk1	PGK2	ortholog_one2many	1	2
pgls	PGLS	ortholog_one2one	1	1
pglyrp2	PGLYRP2	ortholog_one2many	1	1
pglyrp5	PGLYRP1	ortholog_one2one	0	1
pglyrp6	PGLYRP2	ortholog_one2many	0	1
pgm2	PGM2	ortholog_one2one	1	1
pgm2l1	PGM2L1	ortholog_one2one	1	1
pgm3	PGM3	ortholog_one2one	1	1
pgm5	PGM5	ortholog_one2one	1	1
pgp	PGP	ortholog_one2one	1	1
pgpep1	PGPEP1	ortholog_one2one	1	1
pgr	PGR	ortholog_one2one	1	1
pgrmc1	PGRMC1	ortholog_one2one	1	1
pgrmc2	PGRMC2	ortholog_one2one	1	1
phactr3a	PHACTR3	ortholog_one2many	1	1
phactr3b	PHACTR3	ortholog_one2many	1	1
phactr4b	PHACTR4	ortholog_one2many	0	1
phax	PHAX	ortholog_one2one	1	1
phb	PHB1	ortholog_one2one	1	1
phb2a	PHB2	ortholog_one2many	1	1
phb2b	PHB2	ortholog_one2many	1	1
phc1	SCML1	ortholog_one2many	0	2
phc1	THAP10	ortholog_one2many	0	2
phc2a	PHC3	ortholog_one2many	0	1
phc2b	PHC3	ortholog_one2many	0	1
phex	PHEX	ortholog_one2one	1	1
phf10	PHF10	ortholog_one2one	1	1
phf19	PHF19	ortholog_one2one	1	1
phf2	PHF2	ortholog_one2one	1	1
phf20b	PHF20	ortholog_one2many	0	1
phf23a	PHF23	ortholog_one2many	0	1
phf23b	PHF23	ortholog_one2many	0	1
phf5a	PHF5A	ortholog_one2one	1	1
phf6	PHF6	ortholog_one2one	1	1
phf8	PHF8	ortholog_one2one	1	1
phgdh	PHGDH	ortholog_one2one	1	1
phkg1a	PHKG1	ortholog_one2many	1	1
phkg1b	PHKG1	ortholog_one2many	1	1
phkg2	PHKG2	ortholog_one2one	1	1
phlda1	PHLDA1	ortholog_one2one	1	1
phlda2	PHLDA2	ortholog_one2one	1	1
phlda3	PHLDA3	ortholog_one2one	1	1
phospho1	PHOSPHO1	ortholog_one2one	1	1
phospho2	PHOSPHO2	ortholog_one2one	1	1
phox2a	PHOX2A	ortholog_one2one	1	1
phox2bb	PHOX2B	ortholog_one2one	1	1
phpt1	PHPT1	ortholog_one2one	1	1
phtf2	PHTF2	ortholog_one2one	1	1
phyh	PHYH	ortholog_one2one	1	1
phyhd1	PHYHD1	ortholog_one2one	1	1
phykpl	PHYKPL	ortholog_one2one	1	1
pi15a	PI15	ortholog_one2many	1	1
pi4k2a	PI4K2A	ortholog_one2one	1	1
pi4k2b	PI4K2B	ortholog_one2one	1	1
pi4kaa	PI4KA	ortholog_one2one	1	1
pi4kb	PI4KB	ortholog_one2one	1	1
pias4a	PIAS4	ortholog_one2many	1	1
pias4b	PIAS4	ortholog_one2many	0	1
pibf1	PIBF1	ortholog_one2one	1	1
picalma	PICALM	ortholog_one2many	1	1
picalmb	PICALM	ortholog_one2many	1	1
pick1	PICK1	ortholog_one2one	1	1
pid1	PID1	ortholog_one2one	1	1
pif1	PIF1	ortholog_one2one	1	1
piga	PIGA	ortholog_one2one	1	1
pigb	PIGB	ortholog_one2one	1	1
pigc	PIGC	ortholog_one2one	1	1
pigf	PIGF	ortholog_one2one	1	1
pigh	PIGH	ortholog_one2one	1	1
pigk	PIGK	ortholog_one2one	1	1
pigl	PIGL	ortholog_one2one	1	1
pigm	PIGM	ortholog_one2one	1	1
pign	PIGN	ortholog_one2one	1	1
pigp	PIGP	ortholog_one2one	1	1
pigq	PIGQ	ortholog_one2one	1	1
pigr	FCAMR	ortholog_one2many	0	1
pigrl2.3	FCAMR	ortholog_one2many	0	1
pigs	PIGS	ortholog_one2one	1	1
pigu	PIGU	ortholog_one2one	1	1
pigv	PIGV	ortholog_one2one	1	1
pigw	PIGW	ortholog_one2one	1	1
pigx	PIGX	ortholog_one2one	0	1
pih1d1	PIH1D1	ortholog_one2one	0	1
pih1d2	PIH1D2	ortholog_one2one	0	1
pik3c3	PIK3C3	ortholog_one2one	1	1
pik3cd	PIK3CD	ortholog_one2one	1	1
pik3cg	PIK3CG	ortholog_one2one	1	1
pik3ip1	PIK3IP1	ortholog_one2one	1	1
pik3r1	PIK3R1	ortholog_one2one	1	1
pik3r2	PIK3R2	ortholog_one2one	0	1
pik3r3a	PIK3R3	ortholog_one2many	0	1
pik3r3b	PIK3R3	ortholog_one2many	1	1
pikfyve	PIKFYVE	ortholog_one2one	1	1
pim1	PIM1	ortholog_one2one	1	1
pim3	PIM3	ortholog_one2one	1	1
pin1	PIN1	ortholog_one2one	1	1
pin4	PIN4	ortholog_one2one	1	1
pink1	PINK1	ortholog_one2one	1	1
pinx1	PINX1	ortholog_one2one	1	1
pip4k2aa	PIP4K2A	ortholog_one2many	1	1
pip4k2ca	PIP4K2C	ortholog_one2many	1	1
pip5k1ab	PIP5K1A	ortholog_one2one	1	1
pip5k1ba	PIP5K1B	ortholog_one2many	0	1
pip5k1bb	PIP5K1B	ortholog_one2many	1	1
pir	PIR	ortholog_one2one	1	1
pisd	PISD	ortholog_one2one	1	1
pithd1	PITHD1	ortholog_one2one	1	1
pitpnaa	PITPNA	ortholog_one2many	0	1
pitpnb	PITPNB	ortholog_one2one	1	1
pitrm1	PITRM1	ortholog_one2one	1	1
pitx2	PITX1	ortholog_one2one	0	1
piwil1	PIWIL1	ortholog_one2many	1	2
piwil1	PIWIL3	ortholog_one2many	1	2
piwil2	PIWIL2	ortholog_one2one	1	1
pkd2	PKD2	ortholog_one2one	1	1
pkdcca	PKDCC	ortholog_one2one	1	1
pkib	PKIB	ortholog_one2one	1	1
pkig	PKIG	ortholog_one2one	1	1
pklr	PKLR	ortholog_one2one	1	1
pkmyt1	PKMYT1	ortholog_one2one	0	1
pkn1b	PKN1	ortholog_one2many	1	1
pknox1.1	PKNOX1	ortholog_one2many	1	1
pknox2	PKNOX2	ortholog_one2one	1	1
pkp2	PKP2	ortholog_one2one	0	1
pkp3a	PKP3	ortholog_one2many	0	1
pla1a	PLA1A	ortholog_one2one	0	1
pla2g12a	PLA2G12A	ortholog_one2one	1	1
pla2g12b	PLA2G12B	ortholog_one2one	1	1
pla2g4aa	PLA2G4A	ortholog_one2many	1	1
pla2g6	PLA2G6	ortholog_one2one	1	1
pla2g7	PLA2G7	ortholog_one2one	1	1
plaa	PLAA	ortholog_one2one	1	1
plac8.1	PLAC8	ortholog_one2many	1	1
plag1	PLAG1	ortholog_one2one	1	1
plagl2	OVOL3	ortholog_many2many	0	22
plagl2	PEG3	ortholog_many2many	0	22
plagl2	PLAGL1	ortholog_many2many	0	22
plagl2	PLAGL2	ortholog_many2many	1	22
plagl2	SCAND1	ortholog_many2many	0	22
plagl2	ZKSCAN2	ortholog_many2many	0	22
plagl2	ZNF174	ortholog_many2many	0	22
plagl2	ZNF18	ortholog_many2many	0	22
plagl2	ZNF202	ortholog_many2many	0	22
plagl2	ZNF274	ortholog_many2many	0	22
plagl2	ZNF444	ortholog_many2many	0	22
plagl2	ZNF446	ortholog_many2many	0	22
plagl2	ZNF496	ortholog_many2many	0	22
plagl2	ZNF576	ortholog_many2many	0	22
plagl2	ZNF641	ortholog_many2many	0	22
plagl2	ZNF770	ortholog_many2many	0	22
plagl2	ZSCAN1	ortholog_many2many	0	22
plagl2	ZSCAN18	ortholog_many2many	0	22
plagl2	ZSCAN29	ortholog_many2many	0	22
plagl2	ZSCAN5A	ortholog_many2many	0	22
plagl2	ZSCAN5B	ortholog_many2many	0	22
plagl2	ZSCAN5C	ortholog_many2many	0	22
plagx	OVOL3	ortholog_many2many	0	22
plagx	PEG3	ortholog_many2many	0	22
plagx	PLAGL1	ortholog_many2many	0	22
plagx	PLAGL2	ortholog_many2many	0	22
plagx	SCAND1	ortholog_many2many	0	22
plagx	ZKSCAN2	ortholog_many2many	0	22
plagx	ZNF174	ortholog_many2many	0	22
plagx	ZNF18	ortholog_many2many	0	22
plagx	ZNF202	ortholog_many2many	0	22
plagx	ZNF274	ortholog_many2many	0	22
plagx	ZNF444	ortholog_many2many	0	22
plagx	ZNF446	ortholog_many2many	0	22
plagx	ZNF496	ortholog_many2many	0	22
plagx	ZNF576	ortholog_many2many	0	22
plagx	ZNF641	ortholog_many2many	0	22
plagx	ZNF770	ortholog_many2many	0	22
plagx	ZSCAN1	ortholog_many2many	0	22
plagx	ZSCAN18	ortholog_many2many	0	22
plagx	ZSCAN29	ortholog_many2many	0	22
plagx	ZSCAN5A	ortholog_many2many	0	22
plagx	ZSCAN5B	ortholog_many2many	0	22
plagx	ZSCAN5C	ortholog_many2many	0	22
plaub	PLAU	ortholog_one2one	1	1
plcb3	PLCB3	ortholog_one2one	1	1
plcd1a	PLCD1	ortholog_one2many	1	1
plcd1b	PLCD1	ortholog_one2many	1	1
plcd3a	PLCD3	ortholog_one2many	1	1
plce1	PLCE1	ortholog_one2one	1	1
plcg1	PLCG1	ortholog_one2one	1	1
plcg2	PLCG2	ortholog_one2one	1	1
plcxd3	PLCXD3	ortholog_one2one	1	1
pld1a	PLD1	ortholog_one2many	1	1
pld6	PLD6	ortholog_one2one	0	1
plek	PLEK	ortholog_one2one	1	1
plek2	PLEK2	ortholog_one2one	1	1
plekha1a	PLEKHA1	ortholog_one2many	0	1
plekha3	PLEKHA3	ortholog_one2one	1	1
plekha7a	PLEKHA7	ortholog_one2many	1	1
plekha8	PLEKHA8	ortholog_one2one	1	1
plekhb2	PLEKHB2	ortholog_one2one	1	1
plekhf1	PLEKHF1	ortholog_one2many	1	2
plekhf1	ZFYVE16	ortholog_one2many	0	2
plekhf2	PLEKHF2	ortholog_one2one	1	1
plekhg7	PLEKHG7	ortholog_one2one	0	1
plekhh1	PLEKHH1	ortholog_one2one	1	1
plekhj1	PLEKHJ1	ortholog_one2one	1	1
plekhm1	PLEKHM1	ortholog_one2one	1	1
plekhm2	PLEKHM2	ortholog_one2one	1	1
plg	PLG	ortholog_one2many	1	2
plg	PLGLB2	ortholog_one2many	0	2
plgrkt	PLGRKT	ortholog_one2one	0	1
plin2	PLIN2	ortholog_one2one	1	1
plk2b	PLK2	ortholog_one2many	1	1
plk3	PLK3	ortholog_one2one	1	1
plk4	PLK4	ortholog_one2one	1	1
pllp	PLLP	ortholog_one2one	0	1
plod1a	PLOD1	ortholog_one2one	1	1
plod2	PLOD2	ortholog_one2one	1	1
plod3	PLOD3	ortholog_one2one	1	1
plp1a	PLP1	ortholog_one2many	1	1
plp1b	PLP1	ortholog_one2many	0	1
plrg1	PLRG1	ortholog_one2one	1	1
pls1	PLS1	ortholog_one2one	1	1
pls3	PLS3	ortholog_one2one	1	1
plscr3a	PLSCR2	ortholog_many2many	0	3
plscr3a	PLSCR3	ortholog_many2many	0	3
plscr3a	PLSCR4	ortholog_many2many	0	3
plscr3b	PLSCR2	ortholog_many2many	0	3
plscr3b	PLSCR3	ortholog_many2many	0	3
plscr3b	PLSCR4	ortholog_many2many	0	3
pltp	PLTP	ortholog_one2one	1	1
plxdc1	PLXDC1	ortholog_one2one	0	1
plxna1b	PLXNA1	ortholog_one2many	1	1
plxna4	PLXNA4	ortholog_one2one	1	1
plxnb2b	PLXNB2	ortholog_one2many	0	1
plxnd1	PLXND1	ortholog_one2one	0	1
pm20d1.1	PM20D1	ortholog_one2many	0	1
pm20d1.2	PM20D1	ortholog_one2many	0	1
pmch	PMCH	ortholog_one2many	1	1
pmchl	PMCH	ortholog_one2many	0	1
pmela	PMEL	ortholog_one2many	0	1
pmelb	PMEL	ortholog_one2many	0	1
pmm2	PMM2	ortholog_one2one	1	1
pmp22a	PMP22	ortholog_one2many	0	1
pmp22b	PMP22	ortholog_one2many	1	1
pmpca	PMPCA	ortholog_one2one	1	1
pmpcb	PMPCB	ortholog_one2one	1	1
pms1	PMS1	ortholog_one2one	1	1
pmvk	PMVK	ortholog_one2one	1	1
pnisr	PNISR	ortholog_one2one	1	1
pnkd	PNKD	ortholog_one2one	1	1
pnkp	PNKP	ortholog_one2one	0	1
pnn	PNN	ortholog_one2one	1	1
pno1	PNO1	ortholog_one2one	1	1
pnocb	PNOC	ortholog_one2many	0	1
pnp5a	PNP	ortholog_one2many	1	1
pnp5b	PNP	ortholog_one2many	1	1
pnpla3	PNPLA3	ortholog_one2one	1	1
pnpla4	PNPLA4	ortholog_one2one	1	1
pnpla7a	PNPLA7	ortholog_one2many	0	1
pnpo	PNPO	ortholog_one2one	1	1
pnrc1	PNRC1	ortholog_one2one	0	1
pnrc2	PNRC2	ortholog_one2one	1	1
poc1a	POC1A	ortholog_one2one	1	1
poc1bl	GALNT4	ortholog_one2one	1	1
podxl	PODXL	ortholog_one2one	0	1
pofut1	POFUT1	ortholog_one2one	1	1
pofut2	POFUT2	ortholog_one2one	1	1
poglut1	POGLUT1	ortholog_one2one	1	1
pola1	POLA1	ortholog_one2one	1	1
pola2	POLA2	ortholog_one2one	1	1
polb	POLB	ortholog_one2one	1	1
pold1	POLD1	ortholog_one2one	1	1
pold2	POLD2	ortholog_one2one	1	1
poldip2	POLDIP2	ortholog_one2one	1	1
pole	POLE	ortholog_one2one	1	1
pole2	POLE2	ortholog_one2one	1	1
polh	POLH	ortholog_one2one	1	1
poli	POLI	ortholog_one2one	0	1
poll	POLL	ortholog_one2one	1	1
polm	POLM	ortholog_one2one	0	1
poln	POLN	ortholog_one2one	1	1
polr1b	POLR1B	ortholog_one2one	1	1
polr1c	POLR1C	ortholog_one2one	1	1
polr1d	POLR1D	ortholog_one2one	1	1
polr1e	POLR1E	ortholog_one2one	0	1
polr2b	POLR2B	ortholog_one2many	1	1
polr2c	POLR2C	ortholog_one2one	1	1
polr2d	POLR2D	ortholog_one2one	1	1
polr2eb	POLR2E	ortholog_one2many	1	1
polr2f	POLR2F	ortholog_one2one	1	1
polr2h	POLR2H	ortholog_one2one	1	1
polr2i	POLR2I	ortholog_one2one	1	1
polr2j	POLR2J2	ortholog_one2many	1	2
polr2j	POLR2J3	ortholog_one2many	1	2
polr2k	POLR2K	ortholog_one2one	1	1
polr2l	POLR2L	ortholog_one2one	1	1
polr3a	POLR3A	ortholog_one2one	1	1
polr3c	POLR3C	ortholog_one2one	1	1
polr3e	POLR3E	ortholog_one2one	1	1
polr3f	POLR3F	ortholog_one2one	1	1
polr3h	POLR3H	ortholog_one2one	1	1
polr3k	POLR3K	ortholog_one2one	1	1
pomca	POMC	ortholog_one2many	1	1
pomcb	POMC	ortholog_one2many	0	1
pomgnt1	POMGNT1	ortholog_one2one	1	1
pomgnt2	POMGNT2	ortholog_one2one	1	1
pomk	POMK	ortholog_one2one	1	1
pomp	POMP	ortholog_one2one	1	1
pomt1	POMT1	ortholog_one2one	1	1
pomt2	POMT2	ortholog_one2one	1	1
pon1	PON1	ortholog_many2many	0	3
pon1	PON2	ortholog_many2many	0	3
pon1	PON3	ortholog_many2many	0	3
pon2	PON1	ortholog_many2many	0	3
pon2	PON2	ortholog_many2many	0	3
pon2	PON3	ortholog_many2many	0	3
pop4	POP4	ortholog_one2one	1	1
pop5	POP5	ortholog_one2one	0	1
pop7	POP7	ortholog_one2one	1	1
popdc2	POPDC2	ortholog_one2one	1	1
popdc3	POPDC3	ortholog_one2one	1	1
pora	POR	ortholog_one2many	1	1
porb	POR	ortholog_one2many	1	1
porcn	PORCN	ortholog_one2many	1	1
porcnl	PORCN	ortholog_one2many	1	1
postnb	POSTN	ortholog_one2many	1	1
pot1	POT1	ortholog_one2one	1	1
pou1f1	POU1F1	ortholog_one2one	1	1
pou2f1b	POU2F1	ortholog_one2many	1	1
pou2f3	POU2F3	ortholog_one2one	0	1
pou3f1	POU3F1	ortholog_many2many	1	4
pou3f1	POU5F1	ortholog_many2many	0	4
pou3f1	POU5F1B	ortholog_many2many	0	4
pou3f1	POU5F2	ortholog_many2many	0	4
pou3f2b	POU3F2	ortholog_one2one	1	1
pou4f1	POU4F1	ortholog_one2one	1	1
pou4f2	POU4F2	ortholog_one2one	1	1
pou4f3	POU4F3	ortholog_one2one	1	1
pou5f3	POU3F1	ortholog_many2many	0	4
pou5f3	POU5F1	ortholog_many2many	0	4
pou5f3	POU5F1B	ortholog_many2many	0	4
pou5f3	POU5F2	ortholog_many2many	0	4
pou6f1	POU6F1	ortholog_one2one	1	1
ppa1a	PPA1	ortholog_one2many	0	1
ppa1b	PPA1	ortholog_one2many	0	1
ppa2	PPA2	ortholog_one2one	1	1
ppan	PPAN	ortholog_one2one	1	1
pparaa	PPARA	ortholog_one2many	0	1
pparab	PPARA	ortholog_one2many	1	1
ppardb	PPARD	ortholog_one2many	1	1
ppat	PPAT	ortholog_one2one	1	1
ppcdc	PPCDC	ortholog_one2one	1	1
ppcs	PPCS	ortholog_one2one	1	1
ppdpfa	PPDPF	ortholog_many2many	1	2
ppdpfa	PPDPFL	ortholog_many2many	0	2
ppdpfb	PPDPF	ortholog_many2many	1	2
ppdpfb	PPDPFL	ortholog_many2many	0	2
ppef1	PPEF1	ortholog_one2one	1	1
ppfia2	PPFIA2	ortholog_one2one	1	1
ppfia4	PPFIA4	ortholog_one2one	1	1
ppfibp2b	PPFIBP2	ortholog_one2many	0	1
pphln1	PPHLN1	ortholog_one2one	1	1
ppiaa	PPIA	ortholog_many2many	0	8
ppiaa	PPIAL4A	ortholog_many2many	0	8
ppiaa	PPIAL4C	ortholog_many2many	0	8
ppiaa	PPIAL4D	ortholog_many2many	0	8
ppiaa	PPIAL4E	ortholog_many2many	0	8
ppiaa	PPIAL4F	ortholog_many2many	0	8
ppiaa	PPIAL4G	ortholog_many2many	0	8
ppiaa	PPIAL4H	ortholog_many2many	1	8
ppiab	PPIA	ortholog_many2many	1	8
ppiab	PPIAL4A	ortholog_many2many	0	8
ppiab	PPIAL4C	ortholog_many2many	0	8
ppiab	PPIAL4D	ortholog_many2many	0	8
ppiab	PPIAL4E	ortholog_many2many	0	8
ppiab	PPIAL4F	ortholog_many2many	0	8
ppiab	PPIAL4G	ortholog_many2many	0	8
ppiab	PPIAL4H	ortholog_many2many	0	8
ppib	PPIB	ortholog_one2one	1	1
ppid	PPID	ortholog_one2one	1	1
ppie	PPIE	ortholog_one2one	1	1
ppifa	PPIA	ortholog_many2many	1	8
ppifa	PPIAL4A	ortholog_many2many	1	8
ppifa	PPIAL4C	ortholog_many2many	1	8
ppifa	PPIAL4D	ortholog_many2many	1	8
ppifa	PPIAL4E	ortholog_many2many	1	8
ppifa	PPIAL4F	ortholog_many2many	1	8
ppifa	PPIAL4G	ortholog_many2many	1	8
ppifa	PPIAL4H	ortholog_many2many	0	8
ppifb	PPIF	ortholog_one2one	0	1
ppig	PPIG	ortholog_one2one	1	1
ppih	PPIH	ortholog_one2one	1	1
ppil1	PPIL1	ortholog_one2one	1	1
ppil2	PPIL2	ortholog_one2one	1	1
ppil4	PPIL4	ortholog_one2one	1	1
ppil6	PPIL6	ortholog_one2one	1	1
ppl	PPL	ortholog_one2one	1	1
ppm1aa	PPM1A	ortholog_one2many	1	1
ppm1ab	PPM1A	ortholog_one2many	1	1
ppm1ba	PPM1B	ortholog_one2one	1	1
ppm1da	PPM1D	ortholog_one2many	1	1
ppm1db	PPM1D	ortholog_one2many	1	1
ppm1e	PPM1E	ortholog_one2one	1	1
ppm1f	PPM1F	ortholog_one2one	1	1
ppm1g	PPM1G	ortholog_one2one	1	1
ppm1h	PPM1H	ortholog_many2many	1	4
ppm1h	PPM1J	ortholog_many2many	1	4
ppm1h	PPM1M	ortholog_many2many	0	4
ppm1h	PPM1N	ortholog_many2many	0	4
ppm1la	PPM1L	ortholog_one2many	1	1
ppm1lb	PPM1L	ortholog_one2many	1	1
ppm1na	PPM1J	ortholog_many2many	0	3
ppm1na	PPM1M	ortholog_many2many	0	3
ppm1na	PPM1N	ortholog_many2many	0	3
ppm1nb	PPM1J	ortholog_many2many	0	3
ppm1nb	PPM1M	ortholog_many2many	0	3
ppm1nb	PPM1N	ortholog_many2many	0	3
ppme1	PPME1	ortholog_one2one	1	1
ppox	PPOX	ortholog_one2one	1	1
ppp1cb	PPP1CB	ortholog_one2many	1	1
ppp1cbl	PPP1CB	ortholog_one2many	0	1
ppp1r10	PPP1R10	ortholog_one2one	1	1
ppp1r11	PPP1R11	ortholog_one2one	1	1
ppp1r12a	PPP1R12A	ortholog_one2one	1	1
ppp1r12c	PPP1R12C	ortholog_one2one	0	1
ppp1r13ba	PPP1R13B	ortholog_one2many	1	1
ppp1r13bb	PPP1R13B	ortholog_one2many	1	1
ppp1r13l	PPP1R13L	ortholog_one2one	0	1
ppp1r14aa	PPP1R14A	ortholog_one2many	1	1
ppp1r14ab	PPP1R14A	ortholog_one2many	0	1
ppp1r14ba	PPP1R14B	ortholog_one2many	0	1
ppp1r14bb	PPP1R14B	ortholog_one2many	1	1
ppp1r14c	PPP1R14C	ortholog_one2one	1	1
ppp1r15a	PPP1R15A	ortholog_one2one	0	1
ppp1r1b	PPP1R1B	ortholog_one2one	1	1
ppp1r1c	PPP1R1C	ortholog_one2one	1	1
ppp1r2	PPP1R2	ortholog_one2many	0	2
ppp1r2	PPP1R2B	ortholog_one2many	0	2
ppp1r21	PPP1R21	ortholog_one2one	1	1
ppp1r26	PPP1R26	ortholog_one2one	0	1
ppp1r27b	PPP1R27	ortholog_one2many	1	1
ppp1r37	PPP1R37	ortholog_one2one	1	1
ppp1r3b	PPP1R3B	ortholog_one2one	1	1
ppp1r3ca	PPP1R3C	ortholog_one2many	1	1
ppp1r3cb	PPP1R3C	ortholog_one2many	1	1
ppp1r3da	PPP1R3D	ortholog_one2many	1	1
ppp1r42	PPP1R42	ortholog_one2one	1	1
ppp1r8a	PPP1R8	ortholog_one2many	1	1
ppp1r8b	PPP1R8	ortholog_one2many	0	1
ppp2cb	PPP2CB	ortholog_one2one	1	1
ppp2r2ca	PPP2R2C	ortholog_one2many	1	1
ppp2r2d	PPP2R2D	ortholog_one2one	1	1
ppp2r3c	PPP2R3C	ortholog_one2one	1	1
ppp2r5cb	PPP2R5C	ortholog_one2one	0	1
ppp2r5d	PPP2R5D	ortholog_one2one	1	1
ppp2r5eb	PPP2R5E	ortholog_one2one	1	1
ppp3ccb	PPP3CC	ortholog_one2one	1	1
ppp3r1b	PPP3R1	ortholog_one2many	1	1
ppp4ca	PPP4C	ortholog_one2many	1	1
ppp4cb	PPP4C	ortholog_one2many	1	1
ppp5c	PPP5C	ortholog_one2one	1	1
ppp6c	PPP6C	ortholog_one2one	1	1
ppp6r2a	PPP6R2	ortholog_one2many	1	1
ppp6r3	PPP6R3	ortholog_one2one	1	1
ppt1	PPT1	ortholog_one2one	1	1
pptc7a	PPTC7	ortholog_one2many	1	1
ppwd1	PPWD1	ortholog_one2one	1	1
pqbp1	PQBP1	ortholog_one2one	1	1
praf2	PRAF2	ortholog_one2one	1	1
prc1a	PRC1	ortholog_one2many	1	1
prc1b	PRC1	ortholog_one2many	1	1
prcc	PRCC	ortholog_one2one	0	1
prcp	PRCP	ortholog_one2one	1	1
prdm12b	PRDM12	ortholog_one2one	1	1
prdm14	PRDM14	ortholog_one2one	1	1
prdm1a	PRDM1	ortholog_one2one	1	1
prdm4	PRDM4	ortholog_one2one	1	1
